index,电影名,评分,评价人数,链接,时间,演员,imdb_link
991,听说桐岛要退部,7.9,25718.0,https://movie.douban.com/subject/7152895/,2012-08-11(日本),"['神木隆之介', '桥本爱', '大后寿寿花', '东出昌大', '清水久留巳']",http://www.imdb.com/title/tt2142797
992,听风者,6.8,141423.0,https://movie.douban.com/subject/6041191/,2012-08-07(中国大陆),"['梁朝伟', '周迅', '范晓萱', '王学兵', '董勇']",http://www.imdb.com/title/tt2078768
993,启示,8.4,38666.0,https://movie.douban.com/subject/1450031/,2006-12-08(美国),"['鲁迪·杨布拉德', '达利娅·埃尔南德斯', 'Jonathan Brewer', 'Morri",http://www.imdb.com/title/tt0472043
994,吸血鬼日记第一季,8.4,70338.0,https://movie.douban.com/subject/3646523/,2009-09-10(美国),"['妮娜·杜波夫', '保罗·韦斯利', '伊恩·萨默海尔德', '史蒂夫·R·麦奎因', '卡特琳",http://www.imdb.com/title/tt1405406
995,吸血鬼日记第三季,8.3,35429.0,https://movie.douban.com/subject/6714078/,2011-09-15(美国),"['妮娜·杜波夫', '保罗·韦斯利', '伊恩·萨默海尔德', '史蒂夫·R·麦奎因', '约瑟夫",http://www.imdb.com/title/tt1953764
996,吸血鬼日记第二季,8.7,48746.0,https://movie.douban.com/subject/4905040/,2010-09-09(美国),"['妮娜·杜波夫', '保罗·韦斯利', '伊恩·萨默海尔德', '史蒂夫·R·麦奎因', '莎拉·",http://www.imdb.com/title/tt1636339
997,吸血鬼日记第五季,6.8,11837.0,https://movie.douban.com/subject/21760306/,2013-10-03(美国),"['妮娜·杜波夫', '保罗·韦斯利', '伊恩·萨默海尔德', '史蒂夫·R·麦奎因', '卡特琳",http://www.imdb.com/title/tt2702686
998,吸血鬼日记第四季,7.7,25149.0,https://movie.douban.com/subject/10733231/,2012-10-11(美国),"['妮娜·杜波夫', '保罗·韦斯利', '伊恩·萨默海尔德', '约瑟夫·摩根', '史蒂夫·R·",http://www.imdb.com/title/tt2244552
999,吸血鬼猎人D,8.6,23068.0,https://movie.douban.com/subject/1306982/,2000-10-31(香港),"['田中秀幸', '永井一郎', '山寺宏一', '林原惠美', '篠原惠美']",http://www.imdb.com/title/tt0216651
1000,吸血鬼猎人林肯,6.3,28317.0,https://movie.douban.com/subject/4326412/,2012-06-22(美国),"['本杰明·沃克', '卢夫斯·塞维尔', '多米尼克·库珀', '玛丽·伊丽莎白·温斯特德', '",http://www.imdb.com/title/tt1611224
1001,吸血鬼生活,7.8,16660.0,https://movie.douban.com/subject/25794230/,2014-02-12(柏林电影节),"['2014-06-19(新西兰)', '2015-02-13(美国)', '杰梅奈·克莱门特', ",http://www.imdb.com/title/tt3416742
1002,吸血鬼骑士,7.6,19957.0,https://movie.douban.com/subject/3023172/,2008-04-07(日本),"['堀江由衣', '宫野真守', '岸尾大辅', '诹访部顺一', '福山润']",http://www.imdb.com/title/tt1209393
1003,吸血鬼骑士：罪,7.9,11844.0,https://movie.douban.com/subject/3411843/,2008-10-06 00:00:00,"['堀江由衣', '宫野真守', '岸尾大辅', '福山润', '保志总一朗']",http://www.imdb.com/title/tt1346198
1004,吾栖之肤,7.5,77235.0,https://movie.douban.com/subject/2997052/,2011-08-17(法国),"['2011-09-09(西班牙)', '安东尼奥·班德拉斯', '埃琳纳·安娜亚', '玛丽莎·佩",http://www.imdb.com/title/tt1189073
1005,呆佬拜寿,7.4,19341.0,https://movie.douban.com/subject/1394163/,1995-09-28 00:00:00,"['刘青云', '吴倩莲', '黄子华', '乔宏', '元华']",http://www.imdb.com/title/tt0112779
1006,告白,8.6,299254.0,https://movie.douban.com/subject/4268598/,2010-06-05(日本),"['松隆子', '冈田将生', '木村佳乃', '西井幸人', '桥本爱']",http://www.imdb.com/title/tt1590089
1007,呖咕呖咕新年财,6.3,13810.0,https://movie.douban.com/subject/1306133/,2002-02-08(香港),"['刘德华', '刘青云', '古天乐', '梁咏琪', '应采儿']",http://www.imdb.com/title/tt0307034
1008,周末时光,8.0,16761.0,https://movie.douban.com/subject/6024430/,2011-11-04(英国),"['汤姆·库伦', '克里斯·钮', 'Laura Freeman', 'Vauxhall Jerm",http://www.imdb.com/title/tt1714210
1009,周渔的火车,6.6,19818.0,https://movie.douban.com/subject/1308005/,2002-08-01(中国大陆),"['巩俐', '梁家辉', '孙红雷', '李志雄', '中国大陆']",http://www.imdb.com/title/tt0354243
1010,命中注定,5.7,38871.0,https://movie.douban.com/subject/25881780/,2015-07-24(中国大陆),"['汤唯', '廖凡', '苏岩', '方芳', '刘韬']",http://www.imdb.com/title/tt4819544
1011,命中注定我爱你,7.5,36271.0,https://movie.douban.com/subject/2989755/,2008-03-16(台湾),"['陈乔恩', '阮经天', '陈楚河', '白歆惠', '余炳贤']",http://www.imdb.com/title/tt1483930
1012,命运之夜,7.9,21339.0,https://movie.douban.com/subject/1727200/,2006-01-06(日本),"['杉山纪彰', '川澄绫子', '植田佳奈', '下屋则子', '伊藤美纪']",http://www.imdb.com/title/tt0774809
1013,命运之夜前传第一期,9.0,27052.0,https://movie.douban.com/subject/5416070/,2011-10-01(日本),"['小山力也', '川澄绫子', '大原沙耶香', 'Ayumi Tsunematsu', '门胁舞",http://www.imdb.com/title/tt2051178
1014,命运之夜前传第二期,9.0,21722.0,https://movie.douban.com/subject/6874729/,2012-04-07(日本),"['小山力也', '川澄綾子', '大原沙耶香', '门胁舞以', '中田让治']",http://www.imdb.com/title/tt2286391
1015,命运之夜无限剑制,8.7,11929.0,https://movie.douban.com/subject/24857860/,2014-10-04(日本),"['杉山纪彰', '植田佳奈', '川澄绫子', '诹访部顺一', '下屋则子']",http://www.imdb.com/title/tt3621796
1016,命运呼叫转移,5.7,43818.0,https://movie.douban.com/subject/2279772/,2007-11-30(中国大陆),"['徐峥', '杨立新', '徐帆', '葛优', '范冰冰']",
1017,命运石之门,9.2,22406.0,https://movie.douban.com/subject/4925398/,2011-04-05(日本),"['宫野真守', '今井麻美', '花泽香菜', '田村由加莉', '桃井晴子']",http://www.imdb.com/title/tt1910272
1018,命运规划局,6.9,59137.0,https://movie.douban.com/subject/3569943/,2011-02-26(贝尔格莱德电影节),"['2011-03-04(美国)', '马特·达蒙', '艾米莉·布朗特', 'Lisa Thore",http://www.imdb.com/title/tt1385826
1019,和你在一起,7.7,29513.0,https://movie.douban.com/subject/1307702/,2002-09-20(中国大陆),"['唐韵', '刘佩琦', '陈红', '王志文', '陈凯歌']",http://www.imdb.com/title/tt0332639
1020,和声,8.5,35014.0,https://movie.douban.com/subject/4861627/,2010-01-28 00:00:00,"['金允珍', '罗文姬', '郑秀英', '张荣男', '姜艺媛']",http://www.imdb.com/title/tt1588356
1021,和巴什尔跳华尔兹,8.6,11915.0,https://movie.douban.com/subject/3047617/,2008-06-12 00:00:00,"['Ron Ben-Yishai', 'Ronny Dayag', 'Ari Folman', 'D",http://www.imdb.com/title/tt1185616
1022,和平饭店,7.6,32554.0,https://movie.douban.com/subject/1293867/,1995-04-12 00:00:00,"['周润发', '叶童', '秦豪', '刘洵', '吴倩莲']",http://www.imdb.com/title/tt0113292
1023,和莎莫的500天,8.0,283614.0,https://movie.douban.com/subject/3072086/,2009-01-17(圣丹斯电影节),"['2009-08-07(美国)', '约瑟夫·高登-莱维特', '佐伊·丹斯切尔', '吉奥弗瑞·",http://www.imdb.com/title/tt1022603
1024,咒怨,7.3,68753.0,https://movie.douban.com/subject/1306808/,2002-10-18(Screamfest恐怖电影节),"['2003-01-25(日本)', '伊东美咲', '奥菜惠', '上原美佐', '市川由衣']",http://www.imdb.com/title/tt0364385
1025,咒怨2,7.2,28803.0,https://movie.douban.com/subject/1308554/,2003-05-16(戛纳电影节),"['2003-08-23(日本)', '酒井法子', '葛山信吾', '水木薫', '堀江庆']",http://www.imdb.com/title/tt0367913
1026,咒怨：白老妇,5.7,10668.0,https://movie.douban.com/subject/3727661/,2009-06-27(日本),"['南明奈', '铃木裕树', '福永真梨佳', '中村爱美', 'Mihiro']",http://www.imdb.com/title/tt1422675
1027,咕咚来了,7.8,15013.0,https://movie.douban.com/subject/1431960/,1981(中国大陆),"['中国大陆', '胡雄华', '沈祖慰', '20分钟', '动画']",
1028,咖啡公社,7.1,30716.0,https://movie.douban.com/subject/26340522/,2016-05-11(法国),"['2016-05-19(西雅图国际电影节)', '2016-07-29(美国)', '杰西·艾森伯",http://www.imdb.com/title/tt4513674
1029,咖啡王子1号店,8.0,39239.0,https://movie.douban.com/subject/2216326/,2007-07-02(韩国),"['尹恩惠', '孔侑', '李善均', '蔡贞安', '金昌完']",http://www.imdb.com/title/tt1772685
1030,咖喱辣椒,6.9,22177.0,https://movie.douban.com/subject/1301865/,1990-05-24 00:00:00,"['周星驰', '张学友', '柏安妮', '柯受良', '曾志伟']",http://www.imdb.com/title/tt0099629
1031,咱们结婚吧,6.0,55766.0,https://movie.douban.com/subject/26140241/,2015-04-02(中国大陆),"['高圆圆', '姜武', '李晨', '郑恺', '陈意涵']",http://www.imdb.com/title/tt4572856
1032,咱们裸熊第一季,9.2,19191.0,https://movie.douban.com/subject/26528597/,2015-07-27(美国),"['埃里克·埃德尔斯坦', '杰森·李', '迪米特利·马丁', '鲍比·莫尼汉', '帕顿·奥斯瓦",http://www.imdb.com/title/tt4839610
1033,哆啦A梦,9.4,64708.0,https://movie.douban.com/subject/1782004/,1979-04-02 00:00:00,"['大山信代', '小原乃梨子', '立壁和也', '野村道子', '肝付兼太']",http://www.imdb.com/title/tt0069576
1034,哆啦A梦：伴我同行,7.9,142683.0,https://movie.douban.com/subject/25769362/,2014-08-08(日本),"['2015-05-28(中国大陆)', '水田山葵', '大原惠美', '嘉数由美', '木村昴'",http://www.imdb.com/title/tt3331846
1035,哆啦A梦：大雄的恐龙,7.6,12150.0,https://movie.douban.com/subject/1865943/,2006-03-04(日本),"['2007-07-21(中国大陆)', '大原惠美', '水田山葵', '嘉数由美', '木村昴'",http://www.imdb.com/title/tt0802983
1036,哆啦A梦：新·大雄的日本诞生,7.1,21340.0,https://movie.douban.com/subject/26527993/,2016-03-05(日本),"['2016-07-22(中国大陆)', '水田山葵', '大原惠美', '嘉数由美', '木村昴'",http://www.imdb.com/title/tt5544700
1037,哈利·波特与凤凰社,7.7,136996.0,https://movie.douban.com/subject/1457217/,2007-07-11(美国),"['2007-08-10(中国大陆)', '丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林",http://www.imdb.com/title/tt0373889
1038,哈利·波特与密室,8.1,156561.0,https://movie.douban.com/subject/1296996/,2002-11-15(英国/美国),"['2003-01-24(中国大陆)', '丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林",http://www.imdb.com/title/tt0295297
1039,哈利·波特与死亡圣器(上),7.8,161052.0,https://movie.douban.com/subject/2051007/,2010-11-19(中国/英国),"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔",http://www.imdb.com/title/tt0926084
1040,哈利·波特与死亡圣器(下),8.6,240705.0,https://movie.douban.com/subject/3011235/,2011-07-15(美国),"['2011-08-04(中国大陆)', '丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林",http://www.imdb.com/title/tt1201607
1041,哈利·波特与混血王子,7.3,144030.0,https://movie.douban.com/subject/1433330/,2009-07-06(英国),"['2009-07-15(中国大陆)', '丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林",http://www.imdb.com/title/tt0417741
1042,哈利·波特与火焰杯,8.0,142929.0,https://movie.douban.com/subject/1309055/,2005-11-06(英国),"['2005-11-18(中国大陆)', '丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林",http://www.imdb.com/title/tt0330373
1043,哈利·波特与阿兹卡班的囚徒,8.1,146530.0,https://movie.douban.com/subject/1291544/,2004-05-31(英国),"['2004-09-10(中国大陆)', '丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林",http://www.imdb.com/title/tt0304141
1044,哈利·波特与魔法石,8.6,211673.0,https://movie.douban.com/subject/1295038/,2001-11-04(英国首映),"['2001-11-16(美国)', '2002-01-26(中国大陆)', '丹尼尔·雷德克里夫'",http://www.imdb.com/title/tt0241527
1045,哈利·波特系列的50个精彩瞬间,9.1,24320.0,https://movie.douban.com/subject/6758119/,2011-07-27(英国),"['罗彼·考特拉尼', '丹尼尔·雷德克里夫', '朱丽·沃特斯', '艾玛·沃森', '鲁伯特·格",http://www.imdb.com/title/tt2006673
1046,哈尔的移动城堡,8.8,307130.0,https://movie.douban.com/subject/1308807/,2004-09-05(威尼斯电影节),"['2004-11-20(日本)', '倍赏千惠子', '木村拓哉', '美轮明宏', '我修院达也",http://www.imdb.com/title/tt0347149
1047,哈里·布朗,7.6,14551.0,https://movie.douban.com/subject/3217128/,2009-11-11 00:00:00,"['迈克尔·凯恩', '艾米莉·莫迪默', '查理·科里德-米尔斯', '大卫·布拉德利', '伊恩",http://www.imdb.com/title/tt1289406
1048,哥哥扭蛋,7.4,12727.0,https://movie.douban.com/subject/26258819/,2015-01-10(日本),"['岸优太', '铃木梨央', '宫近海斗', '仲田扩辉', '吉泽闲也']",http://www.imdb.com/title/tt4193702
1049,哥斯拉,6.4,98431.0,https://movie.douban.com/subject/2063914/,2014-03-08(洛杉矶首映),"['2014-05-16(美国)', '2014-06-13(中国大陆)', '亚伦·泰勒-约翰逊'",http://www.imdb.com/title/tt0831387
1050,哥谭第一季,7.9,10286.0,https://movie.douban.com/subject/25733164/,2014-09-22(美国),"['本·麦肯锡', '唐纳尔·罗格', '大卫·马祖', '西恩·帕特维', '罗宾·泰勒']",http://www.imdb.com/title/tt3749900
1051,哦我的鬼神大人,8.2,27906.0,https://movie.douban.com/subject/26367601/,2015-07-03(韩国),"['朴宝英', '曹政奭', '金瑟祺', '郭时旸', '林周焕']",http://www.imdb.com/title/tt4799574
1052,哪一天我们会飞,7.1,10324.0,https://movie.douban.com/subject/25852263/,2015-11-05(香港),"['2016-03-10(中国大陆)', '杨千嬅', '林海峰', '苏丽珊', '游学修']",http://www.imdb.com/title/tt5180856
1053,哪吒闹海,8.8,67885.0,https://movie.douban.com/subject/1307315/,1979-05-19(中国大陆),"['梁正晖', '邱岳峰', '毕克', '富润生', '尚华']",http://www.imdb.com/title/tt0354770
1054,哪啊哪啊神去村,8.5,71574.0,https://movie.douban.com/subject/24741412/,2014-05-10(日本),"['染谷将太', '长泽雅美', '伊藤英明', '西田尚美', '槙田雄司']",http://www.imdb.com/title/tt2964120
1055,哭声,7.1,45343.0,https://movie.douban.com/subject/25817534/,2016-05-11(韩国),"['2016-05-18(戛纳电影节)', '郭度沅', '黄政民', '千禹熙', '国村隼']",http://www.imdb.com/title/tt5215952
1056,唐人街,8.3,20416.0,https://movie.douban.com/subject/1293889/,1974-06-20(美国),"['杰克·尼科尔森', '费·唐纳薇', '约翰·休斯顿', '戴安·拉德', '罗曼·波兰斯基']",http://www.imdb.com/title/tt0071315
1057,唐人街探案,7.5,211646.0,https://movie.douban.com/subject/26311973/,2015-12-31(中国大陆),"['王宝强', '刘昊然', '佟丽娅', '陈赫', '肖央']",http://www.imdb.com/title/tt5290882
1058,唐伯虎点秋香,8.3,266985.0,https://movie.douban.com/subject/1306249/,1993-07-01(香港),"['周星驰', '巩俐', '陈百祥', '郑佩佩', '朱咪咪']",http://www.imdb.com/title/tt0108289
1059,唐伯虎点秋香2之四大才子,4.0,23099.0,https://movie.douban.com/subject/4173583/,2010-07-08(香港),"['黄晓明', '周立波', '任贤齐', '陈百祥', '张静初']",http://www.imdb.com/title/tt1756773
1060,唐山大地震,7.4,193112.0,https://movie.douban.com/subject/3596502/,2010-07-22 00:00:00,"['徐帆', '张静初', '李晨', '陈道明', '张子枫']",http://www.imdb.com/title/tt1393746
1061,唐璜,6.3,33908.0,https://movie.douban.com/subject/10482125/,2013-01-18(圣丹斯电影节),"['2013-09-27(美国)', '约瑟夫·高登-莱维特', '斯嘉丽·约翰逊', '朱丽安·摩",http://www.imdb.com/title/tt2229499
1062,唐顿庄园第一季,9.2,88604.0,https://movie.douban.com/subject/4769314/,2010-09-26 00:00:00,"['休·博内威利', '米歇尔·道克瑞', '劳拉·卡尔迈克尔', '杰西卡·布朗·芬德利', '吉",http://www.imdb.com/title/tt1606375
1063,唐顿庄园第三季,8.9,44694.0,https://movie.douban.com/subject/6985315/,2012-09-16(英国),"['休·博内威利', '玛吉·史密斯', '丹·史蒂文斯', '米歇尔·道克瑞', '布兰登·柯伊尔",http://www.imdb.com/title/tt2114648
1064,唐顿庄园第二季,8.9,56542.0,https://movie.douban.com/subject/5990367/,2011-09-18(英国),"['休·博内威利', '吉姆·卡特', '伊丽莎白·麦戈文', '玛吉·史密斯', '米歇尔·道克瑞",http://www.imdb.com/title/tt1821819
1065,唐顿庄园第五季,8.6,11656.0,https://movie.douban.com/subject/25768128/,2014-09-21 00:00:00,"['休·博内威利', '劳拉·卡尔迈克尔', '吉姆·卡特', '拉奎尔·卡西迪', '布兰登·柯伊",http://www.imdb.com/title/tt3325518
1066,唐顿庄园第六季,9.2,10831.0,https://movie.douban.com/subject/26254370/,2015-09-20(英国),"['休·博内威利', '米歇尔·道克瑞', '劳拉·卡尔迈克尔', '玛吉·史密斯', '伊丽莎白·",http://www.imdb.com/title/tt4178770
1067,唐顿庄园第四季,8.2,21027.0,https://movie.douban.com/subject/20398945/,2013-09-22(英国),"['休·博内威利', '米歇尔·道克瑞', '伊丽莎白·麦戈文', '劳拉·卡尔迈克尔', '玛吉·",http://www.imdb.com/title/tt2530858
1068,唐顿庄园：2011圣诞特别篇,9.2,30766.0,https://movie.douban.com/subject/6870362/,2011-12-25(英国),"['罗伯特·巴瑟斯特', '休·博内威利', '布兰登·柯伊尔', '琼安·弗洛加特', '奈杰尔·",http://www.imdb.com/title/tt2013429
1069,唐顿庄园：2012圣诞特别篇,7.9,21180.0,https://movie.douban.com/subject/19973312/,2012-12-25 00:00:00,"['休·博内威利', '米歇尔·道克瑞', '丹·史蒂文斯', '伊丽莎白·麦戈文', '琼安·弗洛",http://www.imdb.com/title/tt2385306
1070,唯一的爱,7.7,14899.0,https://movie.douban.com/subject/1900492/,2006-10-14(日本),"['龟梨和也', '绫濑遥', '平冈佑太', '田中圣', '户田惠梨香']",http://www.imdb.com/title/tt0874231
1071,唯爱永生,7.5,20576.0,https://movie.douban.com/subject/5265471/,2013-05-25(戛纳电影节),"['2014-01-22(法国)', '2014-04-11(美国)', '蒂尔达·斯文顿', '汤",http://www.imdb.com/title/tt1714915
1072,啄木鸟伍迪,8.5,15434.0,https://movie.douban.com/subject/1782013/,1957-10-03(美国),"['Grace Stafford', 'Daws Butler', 'Johnny Coons', ",http://www.imdb.com/title/tt0184175
1073,商标的世界,8.1,33023.0,https://movie.douban.com/subject/4074158/,2009-11-14 00:00:00,"['Sherman Augustus', 'Aja Evans', 'David Fincher',",http://www.imdb.com/title/tt1563725
1074,商海通牒,7.8,26161.0,https://movie.douban.com/subject/4888853/,2011-01-25(圣丹斯电影节),"['2011-09-29(德国)', '2011-10-21(美国)', '凯文·史派西', '保罗",http://www.imdb.com/title/tt1615147
1075,善良的男人,7.9,23832.0,https://movie.douban.com/subject/10744808/,2012-09-12(韩国),"['宋仲基', '文彩元', '朴诗妍', '金英哲', '李光洙']",http://www.imdb.com/title/tt2593336
1076,喋血双雄,8.3,32153.0,https://movie.douban.com/subject/1296519/,1989-07-06 00:00:00,"['周润发', '李修贤', '叶倩文', '曾江', '朱江']",http://www.imdb.com/title/tt0097202
1077,喋血街头,8.1,17092.0,https://movie.douban.com/subject/1295344/,1990-08-17(香港),"['梁朝伟', '张学友', '李子雄', '任达华', '甄楚倩']",http://www.imdb.com/title/tt0099426
1078,喜剧之王,8.4,255589.0,https://movie.douban.com/subject/1302425/,1999-02-13(香港),"['周星驰', '张柏芝', '莫文蔚', '吴孟达', '林子善']",http://www.imdb.com/title/tt0188766
1079,喜宴,8.7,114878.0,https://movie.douban.com/subject/1303037/,1993-02(柏林电影节),"['1993-08-04(美国)', '赵文瑄', '归亚蕾', '金素梅', '郎雄']",http://www.imdb.com/title/tt0107156
1080,喜欢你,7.0,16218.0,https://movie.douban.com/subject/1756361/,2005-09-23(蒙特利尔电影节),"['2006-02-25(日本)', '宫崎葵', '西岛秀俊', '永作博美', '瑛太']",http://www.imdb.com/title/tt0781511
1081,喜福会,8.4,18254.0,https://movie.douban.com/subject/1299923/,1993-09-08 00:00:00,"['周采芹', '温明娜', '俞飞鸿', '邬君梅', '卢燕']",http://www.imdb.com/title/tt0107282
1082,喜羊羊与灰太狼之牛气冲天,6.4,16685.0,https://movie.douban.com/subject/3356338/,2009-01-16(中国大陆),"['阿牛', '林峰', '徐子珊', '中国大陆', '赵崇邦']",http://www.imdb.com/title/tt2193273
1083,喜羊羊与灰太狼之虎虎生威,6.8,14535.0,https://movie.douban.com/subject/4082101/,2010-01-29(中国大陆),"['谢天华', '王祖蓝', '邓丽欣', '麦长青', '曾佩仪']",http://www.imdb.com/title/tt2193269
1084,喜羊羊与灰太狼之飞马奇遇记,4.3,17885.0,https://movie.douban.com/subject/24751765/,2014-01-16(中国大陆),"['祖晴', '张琳', '白百何', '郑恺', '邓玉婷']",http://www.imdb.com/title/tt4258716
1085,喜马拉亚星,5.3,35248.0,https://movie.douban.com/subject/1419416/,2005-02-03(香港),"['郑中基', '张柏芝', '刘青云', '应采儿', '吴镇宇']",http://www.imdb.com/title/tt0441303
1086,嗜血破晓,6.8,24471.0,https://movie.douban.com/subject/1972732/,2010-01-08(美国),"['伊桑·霍克', '威廉·达福', '伊莎贝尔·卢卡斯', '山姆·尼尔', 'Harriet M",http://www.imdb.com/title/tt0433362
1087,嘻游记,3.4,16576.0,https://movie.douban.com/subject/4843641/,2010-07-02 00:00:00,"['徐峥', '谢娜', '黄奕', '邱胜翊', '应采儿']",http://www.imdb.com/title/tt2049598
1088,噬魂师,8.3,12988.0,https://movie.douban.com/subject/3033959/,2008-04-07(日本),"['内山昂辉', '小见川千明', '小林由美子', '宫野真守', '名塚佳织']",http://www.imdb.com/title/tt1214085
1089,囚室211,8.0,22835.0,https://movie.douban.com/subject/3103418/,2009-11-06 00:00:00,"['Alberto Ammann', '路伊斯·托沙', 'Carlos Bardem', 'Edu",http://www.imdb.com/title/tt1242422
1090,囚徒,7.9,50924.0,https://movie.douban.com/subject/3592859/,2013-09-20(美国),"['休·杰克曼', '杰克·吉伦哈尔', '保罗·达诺', '玛丽亚·贝罗', '泰伦斯·霍华德']",http://www.imdb.com/title/tt1392214
1091,四个婚礼和一个葬礼,7.4,67381.0,https://movie.douban.com/subject/1294950/,1994-03-09 00:00:00,"['休·格兰特', '安迪·麦克道威尔', '西蒙·卡洛', '詹姆斯·弗雷特', '克里斯汀·斯科",http://www.imdb.com/title/tt0109831
1092,四十七浪人,5.6,11671.0,https://movie.douban.com/subject/3326730/,2013-12-06(日本),"['2013-12-25(美国)', '基努·里维斯', '真田广之', '浅野忠信', '菊地凛子",http://www.imdb.com/title/tt1335975
1093,四十岁的老处男,6.6,16024.0,https://movie.douban.com/subject/1419935/,2005-08-19(美国),"['史蒂夫·卡瑞尔', '凯瑟琳·基纳', '保罗·路德', '罗曼尼·马尔可', '塞斯·罗根']",http://www.imdb.com/title/tt0405422
1094,四叠半神话大系,8.9,13957.0,https://movie.douban.com/subject/4195678/,2010-04-22(日本),"['浅沼晋太郎', '吉野裕行', '坂本真绫', '藤原启治', '大原沙耶香']",http://www.imdb.com/title/tt1847445
1095,四大名捕,5.0,66260.0,https://movie.douban.com/subject/6124012/,2012-07-12(中国大陆/香港),"['邓超', '刘亦菲', '郑中基', '邹兆龙', '黄秋生']",http://www.imdb.com/title/tt2204340
1096,四大名捕2,4.8,37554.0,https://movie.douban.com/subject/10604892/,2013-12-06(中国大陆),"['邓超', '刘亦菲', '邹兆龙', '郑中基', '黄秋生']",http://www.imdb.com/title/tt3341084
1097,四大名捕大结局,4.7,30279.0,https://movie.douban.com/subject/10604893/,2014-08-22(中国大陆),"['邓超', '刘亦菲', '邹兆龙', '郑中基', '黄秋生']",http://www.imdb.com/title/tt3919278
1098,四月一日灵异事件簿,8.8,15192.0,https://movie.douban.com/subject/1760828/,2006-04-06 00:00:00,"['大原沙耶香', '福山润', '中井和哉', '伊藤静', '日本']",http://www.imdb.com/title/tt0488477
1099,四月一日灵异事件簿2,9.0,11082.0,https://movie.douban.com/subject/3034986/,2008-04-03(日本),"['大原沙耶香', '福山润', '中井和哉', '伊藤静', '菊地美香']",http://www.imdb.com/title/tt1218007
1100,四月三周两天,8.0,15088.0,https://movie.douban.com/subject/2078989/,2007-09-14(罗马尼亚),"['安娜玛丽亚·玛琳卡', '吕明妮塔·杰尔吉乌', '弗拉德·伊凡诺夫', 'Alexandru ",http://www.imdb.com/title/tt1032846
1101,四月是你的谎言,8.8,15642.0,https://movie.douban.com/subject/25851655/,2014-10-10(日本),"['花江夏树', '种田梨沙', '佐仓绫音', '逢坂良太', '梶裕贵']",http://www.imdb.com/title/tt3895150
1102,四月物语,8.1,103655.0,https://movie.douban.com/subject/1292371/,1998-03-14 00:00:00,"['松隆子', '田边诚一', '江口洋介', '津田宽治', '市川染五郎']",http://www.imdb.com/title/tt0146271
1103,四百击,8.7,40369.0,https://movie.douban.com/subject/1300056/,1959-11-16 00:00:00,"['让-皮埃尔·利奥德', '克莱尔·莫里耶', 'Albert Rémy', 'Guy Decom",http://www.imdb.com/title/tt0053198
1104,四眼天鸡,6.7,14430.0,https://movie.douban.com/subject/1309049/,2005-11-04(美国),"['扎克·布拉夫', '盖瑞·马歇尔', '史蒂夫·茨恩', '帕特里克·斯图尔特', '美国']",http://www.imdb.com/title/tt0371606
1105,四角关系,7.5,18248.0,https://movie.douban.com/subject/1473297/,2005-05-25(德国),"['派珀·佩拉博', '琳娜·海蒂', '马修·古迪', '西莉亚·伊姆里', '安东尼·海德']",http://www.imdb.com/title/tt0421994
1106,四驱兄弟,7.7,19551.0,https://movie.douban.com/subject/2990287/,1996-01-08(日本),"['安藤亚里沙', '池泽春菜', '高乃丽', '神代知衣', '渡边久美子']",http://www.imdb.com/title/tt1204829
1107,回到未来,8.4,62646.0,https://movie.douban.com/subject/1300555/,1985-07-03(美国),"['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '莉·汤普森', '克里斯平·格洛弗', '托",http://www.imdb.com/title/tt0088763
1108,回到未来2,8.2,36511.0,https://movie.douban.com/subject/1299092/,1989-11-22(美国),"['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '莉·汤普森', '托马斯·F·威尔森', '",http://www.imdb.com/title/tt0096874
1109,回到未来3,8.2,31711.0,https://movie.douban.com/subject/1296666/,1990-05-25(美国),"['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '玛丽·斯汀伯根', '托马斯·F·威尔森',",http://www.imdb.com/title/tt0099088
1110,回到爱开始的地方,6.3,14043.0,https://movie.douban.com/subject/20378794/,2013-08-23(中国大陆),"['周渝民', '刘诗诗', '周一围', '刘芸', '张复建']",http://www.imdb.com/title/tt4591230
1111,回家的路,8.5,23158.0,https://movie.douban.com/subject/6080840/,2013-12-11(韩国),"['全度妍', '高修', '姜智宇', '韩国', '方银振']",http://www.imdb.com/title/tt2797106
1112,回归,8.8,11294.0,https://movie.douban.com/subject/1308074/,2003-06-25 00:00:00,"['弗拉迪米尔·加林', '伊万·杜布朗拉沃夫', '康斯坦丁·拉朗尼柯', '娜塔莉娅·弗多维娜'",http://www.imdb.com/title/tt0376968
1113,回忆三部曲,8.8,20655.0,https://movie.douban.com/subject/1307897/,1995-12-23(日本),"['矶部勉', '山寺宏一', '饭冢昭三', '千叶繁', '高岛雅罗']",http://www.imdb.com/title/tt0113799
