genres,name,rating,ratingCount,index,电影名,评分,评价人数,链接,时间,演员,imdb_link
Adventure Comedy Drama,Casanova (2005) ,6.5,"46,196",849,卡萨诺瓦,7.1,13990.0,https://movie.douban.com/subject/1470346/,2005-12-25(美国),"['希斯·莱杰', '西耶娜·米勒', '杰瑞米·艾恩斯', '奥利弗·普莱特', '莉娜·奥琳']",http://www.imdb.com/title/tt0402894
Biography Drama History,Hotel Rwanda (2004) ,8.1,"283,160",850,卢旺达饭店,8.8,102606.0,https://movie.douban.com/subject/1291822/,2004-09-11 00:00:00,"['唐·钱德尔', '苏菲·奥康内多', '杰昆·菲尼克斯', '尼克·诺特', '哈基姆·凯-卡西",http://www.imdb.com/title/tt0395169
Mystery Fantasy Horror,Belphegor: Phantom of the Louvre (2001) ,4.4,"4,057",851,卢浮魅影,6.6,33856.0,https://movie.douban.com/subject/1297659/,2001-04-04 00:00:00,"['苏菲·玛索', '米歇尔·塞罗', '佛瑞德瑞克·迪分索', '朱莉·克里斯蒂', '让-弗朗索",http://www.imdb.com/title/tt0214529
Crime Drama Thriller,Wo Hu: Operation Undercover (2006) ,6.0,283,852,卧虎,6.0,11034.0,https://movie.douban.com/subject/1915729/,2006-10-13(中国大陆),"['2006-10-26(香港)', '曾志伟', '吴镇宇', '陈小春', '秦海璐']",http://www.imdb.com/title/tt0885507
Action Adventure Fantasy,"Crouching Tiger, Hidden Dragon (2000) ",7.9,"226,349",853,卧虎藏龙,7.8,150256.0,https://movie.douban.com/subject/1301168/,2000-05-16(戛纳电影节),"['2000-07-07(台湾)', '2000-07-13(香港)', '2001-01-12(美",http://www.imdb.com/title/tt0190332
Action Adventure Drama,"Crouching Tiger, Hidden Dragon: Sword of Destiny (2016) ",6.1,"13,054",854,卧虎藏龙：青冥宝剑,4.7,25635.0,https://movie.douban.com/subject/21327512/,2016-02-19(中国大陆),"['2016-02-26(美国)', '甄子丹', '杨紫琼', '岑勇康', '刘承羽']",http://www.imdb.com/title/tt2652118
Action Romance Sci-Fi,The Wesley's Mysterious File (2002) ,4.0,315,855,卫斯理之蓝血人,5.2,20756.0,https://movie.douban.com/subject/1306983/,2002-03-28(香港),"['刘德华', '关之琳', '舒淇', 'Thomas James Hudak Jr.', '张耀",http://www.imdb.com/title/tt0324518
Comedy Drama Family,English Vinglish (2012) ,7.9,"25,306",856,印式英语,8.3,11406.0,https://movie.douban.com/subject/10876425/,2012-10-05(印度),"['希里黛玉', '阿迪勒·侯赛因', 'Mehdi Nebbou', 'Priya Anand',",http://www.imdb.com/title/tt2181931
Action,Ngai sing (2016) ,6.5,"1,162",857,危城,5.6,25857.0,https://movie.douban.com/subject/26125779/,2016-08-12(中国大陆),"['刘青云', '古天乐', '彭于晏', '吴京', '袁泉']",http://www.imdb.com/title/tt5842624
Crime Drama Romance,The Next Three Days (2010) ,7.4,"154,041",858,危情三日,7.9,57452.0,https://movie.douban.com/subject/3808604/,2010-11-19(美国),"['2011-04-29(中国大陆)', '罗素·克劳', '伊丽莎白·班克斯', '泰·辛普金斯'",http://www.imdb.com/title/tt1458175
Crime Drama Thriller,Misery (1990) ,7.8,"143,836",859,危情十日,8.3,25304.0,https://movie.douban.com/subject/1292850/,1990-11-30 00:00:00,"['詹姆斯·肯恩', '凯西·贝茨', '理查德·法恩斯沃斯', '弗朗西斯·斯特恩哈根 ', '美",http://www.imdb.com/title/tt0100157
Action Thriller,Unstoppable (2010) ,6.8,"158,779",860,危情时速,7.6,38186.0,https://movie.douban.com/subject/3011459/,2010-11-09 00:00:00,"['丹泽尔·华盛顿', '克里斯·派恩', '罗莎里奥·道森', '伊桑·苏普利', '凯文·杜恩'",http://www.imdb.com/title/tt0477080
Action Comedy Romance,Knight and Day (2010) ,6.3,"156,250",861,危情谍战,6.8,43786.0,https://movie.douban.com/subject/3402101/,2010-07-06 (中国大陆),"['汤姆·克鲁斯', '卡梅隆·迪亚茨', '彼得·萨斯加德', '玛姬·格蕾斯', '保罗·达诺'",http://www.imdb.com/title/tt1013743
Action Drama History,13 Hours (2016) ,7.3,"79,505",862,危机13小时,7.6,20592.0,https://movie.douban.com/subject/26220717/,2016-01-15(美国),"['詹姆斯·戴尔', '约翰·卡拉辛斯基', '马克斯·马蒂尼', '多米尼克·福穆萨', '巴勃罗",http://www.imdb.com/title/tt4172430
Drama Mystery Sci-Fi,Fringe             ,8.4,"189,616",863,危机边缘第一季,8.5,22193.0,https://movie.douban.com/subject/2338071/,2008-09-23(美国),"['安娜·托芙', '约翰·诺贝尔', '乔舒亚·杰克逊', '美国', '加拿大']",http://www.imdb.com/title/tt1119644
Drama Mystery Sci-Fi,A New Day in the Old Town             ,8.5,"1,613",864,危机边缘第二季,8.8,12490.0,https://movie.douban.com/subject/3882790/,2009-09-17(美国),"['安娜·托芙', '乔舒亚·杰克逊', '约翰·诺贝尔', '美国', '加拿大']",http://www.imdb.com/title/tt1458249
Drama,The Fool (2014) ,8.0,"5,482",865,危楼愚夫,8.4,14993.0,https://movie.douban.com/subject/25882861/,2014-08-09(洛迦诺电影节),"['Artem Bystrov', '娜塔丽亚·苏尔科娃', 'Yury Tsurilo', 'Bo",http://www.imdb.com/title/tt3560686
Drama Mystery Romance,Wi-heom-han gyan-gye (2012) ,5.9,"1,556",866,危险关系,5.8,59834.0,https://movie.douban.com/subject/6527269/,2012-09-27(中国大陆),"['章子怡', '张东健', '张柏芝', '窦骁', '卢燕']",http://www.imdb.com/title/tt2071441
Biography Drama Romance,A Dangerous Method (2011) ,6.5,"85,908",867,危险方法,6.6,10684.0,https://movie.douban.com/subject/4221515/,2011-11-10(德国),"['2012-02-10(英国)', '凯拉·奈特莉', '维果·莫腾森', '迈克尔·法斯宾德',",http://www.imdb.com/title/tt1571222
Drama,Ji ri qi cheng (2008) ,6.7,172,868,即日启程,7.1,37888.0,https://movie.douban.com/subject/3250377/,2008-09-30 00:00:00,"['范伟', '居文沛', '刘桦', '中国', '刘江']",http://www.imdb.com/title/tt1307008
Comedy Drama Romance,The History Boys (2006) ,6.9,"18,350",869,历史系男生,8.0,14267.0,https://movie.douban.com/subject/1871817/,2006-10-13 00:00:00,"['多米尼克·库珀', '拉塞尔·托维', '理查德·格雷弗斯', '斯蒂芬·坎贝尔·莫尔', '克",http://www.imdb.com/title/tt0464049
Horror Thriller,Program na winyan akat (2008) ,6.1,"1,819",870,厉鬼将映,6.8,21243.0,https://movie.douban.com/subject/3529375/,2008-10-30 00:00:00,"['辰塔维·塔纳西维', 'Punch-Vorakarn Rojjanavatchra', '泰国'",http://www.imdb.com/title/tt1307057
Drama,Toire no kamisama (2011) ,6.8,26,871,厕所女神,8.0,14589.0,https://movie.douban.com/subject/5387025/,2011-01-05(日本),"['北乃绮', '岩下志麻', '芦田爱菜', '夏川结衣', '小林稔侍']",http://www.imdb.com/title/tt1789089
Comedy Drama Music,Minami Shineyo             ,8.0,"2,183",872,原来是美男啊,7.9,54136.0,https://movie.douban.com/subject/3992226/,2009-10-07(韩国),"['张根硕', '朴信惠', '郑容和', '李弘基', '郑灿']",http://www.imdb.com/title/tt2074131
Drama Mystery Romance,Original Sin (2001) ,6.0,"47,003",873,原罪,7.4,46703.0,https://movie.douban.com/subject/1302303/,2001-07-11(法国),"['2001-08-03(美国)', '安东尼奥·班德拉斯', '安吉丽娜·朱莉', '托马斯·简'",http://www.imdb.com/title/tt0218922
Action Comedy Drama,"The Chef, The Actor, The Scoundrel (2013) ",5.5,466,874,厨子戏子痞子,7.0,147267.0,https://movie.douban.com/subject/6011806/,2013-03-29(中国大陆),"['刘烨', '张涵予', '黄渤', '田中千绘', '梁静']",http://www.imdb.com/title/tt2645044
Comedy Drama,Another Year (2010) ,7.3,"24,652",875,又一年,7.9,11450.0,https://movie.douban.com/subject/3718782/,2010-05-15(戛纳电影节),"['2010-11-05(英国)', '吉姆·布劳德本特', '莱丝利·曼维尔', '鲁斯·西恩',",http://www.imdb.com/title/tt1431181
Comedy Romance,Ddo Oh Hae Yeong             ,8.0,397,876,又是吴海英,8.3,10436.0,https://movie.douban.com/subject/26722100/,2016-05-02(韩国),"['徐玄振', '文晸赫', '全慧彬', '金知硕', '李载允']",http://www.imdb.com/title/tt5679572
Crime Romance,Yau ching sui yuet saan gai goo si (2000) ,6.4,190,877,友情岁月山鸡故事,7.3,13374.0,https://movie.douban.com/subject/1306098/,2000-03-31(香港),"['陈小春', '梁咏琪', '林晓峰', '谢天华', '朱永棠']",http://www.imdb.com/title/tt0244884
Comedy Western,Shuang cheng ji zhong ji (2012) ,6.5,42,878,双城计中计,6.6,10530.0,https://movie.douban.com/subject/6890469/,2012-02-24(中国大陆),"['任贤齐', '腾格尔', '熊乃瑾', '刘承俊', '翁虹']",http://www.imdb.com/title/tt2435870
Action Drama,Seung chi sun tau (2007) ,5.3,483,879,双子神偷,5.4,21339.0,https://movie.douban.com/subject/1962508/,2007-02-15(香港),"['蔡卓妍', '钟欣潼', '洪金宝', '张茜', '吴京']",http://www.imdb.com/title/tt0934949
Comedy Horror,Tucker and Dale vs Evil (2010) ,7.6,"138,194",880,双宝斗恶魔,7.7,19437.0,https://movie.douban.com/subject/4180445/,2010-01-22(圣丹斯电影节),"['泰勒·莱伯恩', '艾伦·图代克', '卡特里娜·宝登', '杰西·莫斯', 'Philip G",http://www.imdb.com/title/tt1465522
Adventure,Shuang-Qi-Zhen daoke (1991) ,7.2,314,881,双旗镇刀客,8.0,14739.0,https://movie.douban.com/subject/1307812/,高一玮,"['赵玛娜', '常江', '孙海英', '王刚', '中国大陆']",http://www.imdb.com/title/tt0102917
Fantasy Horror Mystery,Double Vision (2002) ,6.4,"2,236",882,双瞳,7.1,28614.0,https://movie.douban.com/subject/1305046/,2002-10-25(台湾),"['梁家辉', '刘若英', '戴立忍', '大卫·摩斯', '杨贵媚']",http://www.imdb.com/title/tt0284066
Crime Drama Film-Noir,Double Indemnity (1944) ,8.3,"107,411",883,双重赔偿,8.5,11459.0,https://movie.douban.com/subject/1293226/,1944-04-24 00:00:00,"['弗莱德·麦克莫瑞', '芭芭拉·斯坦威克', '爱德华·罗宾逊', '波特·霍尔', '美国']",http://www.imdb.com/title/tt0036775
,,,,884,双面胶,7.8,10091.0,https://movie.douban.com/subject/2326553/,2007-6,"['海清', '涂松岩', '潘虹', '李明启', '马恩然']",http://www.imdb.com/title/tt6318250
Drama Mystery,Shuang shi ji (2008) ,6.3,259,885,双食记,7.0,51238.0,https://movie.douban.com/subject/2052978/,2008-03-07 00:00:00,"['吴镇宇', '余男', '江一燕', '朱雨辰', '中国大陆']",http://www.imdb.com/title/tt1000775
Action Comedy,Twin Dragons (1992) ,6.4,"9,190",886,双龙会,7.3,33918.0,https://movie.douban.com/subject/1296978/,1992-01-15 00:00:00,"['成龙', '张曼玉', '利智', '泰迪·罗宾', '黄霑']",http://www.imdb.com/title/tt0105399
Animation Action Adventure,Kôdo giasu: Hangyaku no rurûshu             ,8.7,"31,522",887,反叛的鲁路修,8.9,37806.0,https://movie.douban.com/subject/2043155/,2006-10-05(日本),"['福山润', '樱井孝宏', '野上尤加奈', '小清水亚美', '南央美']",http://www.imdb.com/title/tt0994314
Animation Action Adventure,Kôdo giasu: Hangyaku no rurûshu             ,8.7,"31,522",888,反叛的鲁路修R2,9.1,27770.0,https://movie.douban.com/subject/3004532/,2008-04-06(日本),"['福山润', '水岛大宙', '樱井孝宏', '野上尤加奈', '保志总一朗']",http://www.imdb.com/title/tt1196006
Drama Horror,Antichrist (2009) ,6.6,"95,008",889,反基督者,7.1,12022.0,https://movie.douban.com/subject/3040418/,2009-05-20 00:00:00,"['威廉·达福', '夏洛特·甘斯布', '丹麦', '德国', '法国']",http://www.imdb.com/title/tt0870984
Action Adventure Crime,S.W.A.T. (2003) ,6.0,"124,521",890,反恐特警组,6.6,12662.0,https://movie.douban.com/subject/1307384/,2003-08-08(美国),"['2004-04-23(中国大陆)', '塞缪尔·杰克逊', '科林·法瑞尔', '米歇尔·罗德里",http://www.imdb.com/title/tt0257076
Action Drama History,Defiance (2008) ,7.2,"122,468",891,反抗军,7.0,10777.0,https://movie.douban.com/subject/2081376/,2008-12-31 00:00:00,"['丹尼尔·克雷格', '列维·施瑞博尔', '杰米·贝尔', '艾莉克莎·黛沃洛斯', '阿兰·柯",http://www.imdb.com/title/tt1034303
Action Crime,Z Storm (2014) ,5.3,459,892,反贪风暴,5.5,28036.0,https://movie.douban.com/subject/25792690/,2014-06-19(香港),"['2014-07-04(台湾)', '2014-08-16(中国大陆)', '古天乐', '林家栋",http://www.imdb.com/title/tt3469440
Action Crime,S Storm (2016) ,5.1,212,893,反贪风暴2,5.2,18834.0,https://movie.douban.com/subject/26352445/,2016-09-14(中国大陆),"['古天乐', '张智霖', '周渝民', '蔡少芬', '林保怡']",http://www.imdb.com/title/tt5998744
Crime Drama Sci-Fi,A Clockwork Orange (1971) ,8.3,"605,815",894,发条橙,8.4,164214.0,https://movie.douban.com/subject/1292233/,1971-12-19(纽约首映),"['1972-01-13(英国)', '马尔科姆·麦克道威尔', '帕特里克·马基', '迈克尔·贝",http://www.imdb.com/title/tt0066921
Comedy Drama Family,Hairspray (2007) ,6.7,"103,683",895,发胶,7.3,14566.0,https://movie.douban.com/subject/1946867/,2007-07-20(美国),"['妮基·布朗斯凯', '扎克·埃夫隆', '约翰·特拉沃尔塔', '米歇尔·菲佛', '克里斯托弗",http://www.imdb.com/title/tt0427327
Action Adventure Sci-Fi,Transformers (2007) ,7.1,"536,768",896,变形金刚,8.1,217120.0,https://movie.douban.com/subject/1794171/,2007-07-03(美国),"['2007-07-11(中国大陆)', '希亚·拉博夫', '梅根·福克斯', '乔什·杜哈明',",http://www.imdb.com/title/tt0418279
Action Adventure Sci-Fi,Transformers: Revenge of the Fallen (2009) ,6.0,"340,121",897,变形金刚2,7.6,206716.0,https://movie.douban.com/subject/2146991/,2009-06-19(英国),"['2009-06-24(中国大陆/美国)', '希亚·拉博夫', '梅根·福克斯', '乔什·杜哈",http://www.imdb.com/title/tt1055369
Action Adventure Sci-Fi,Transformers: Dark of the Moon (2011) ,6.3,"342,452",898,变形金刚3,7.1,197296.0,https://movie.douban.com/subject/3610047/,2011-06-29(美国),"['2011-07-21(中国大陆)', '希亚·拉博夫', '罗茜·汉丁顿-惠特莉', '乔什·杜",http://www.imdb.com/title/tt1399103
Action Adventure Sci-Fi,Transformers: Age of Extinction (2014) ,5.7,"260,318",899,变形金刚4：绝迹重生,6.6,180173.0,https://movie.douban.com/subject/7054604/,2014-06-19(香港首映),"['2014-06-27(美国/中国大陆)', '马克·沃尔伯格', '斯坦利·图齐', '凯尔希·",http://www.imdb.com/title/tt2109248
Animation Action Adventure,The Transformers             ,8.0,"17,319",900,变形金刚第一季,8.8,11933.0,https://movie.douban.com/subject/1440937/,1984-09-17(美国),"['Michael Bell', 'Corey Burton', 'Victor Caroli', ",http://www.imdb.com/title/tt0086817
Comedy,HK: Hentai Kamen (2013) ,5.9,"1,684",901,变态假面,6.2,11764.0,https://movie.douban.com/subject/21354076/,2013-04-13(日本),"['铃木亮平', '清水富美加', '室毅', '安田显', '佐藤二朗']",http://www.imdb.com/title/tt2708764
Comedy Family Fantasy,The Mask (1994) ,6.9,"282,835",902,变相怪杰,7.8,138926.0,https://movie.douban.com/subject/1297570/,1994-07-29(美国),"['金·凯瑞', '卡梅隆·迪亚茨', '彼得·里格特', '彼得·格林纳', '艾米·雅丝贝克']",http://www.imdb.com/title/tt0110475
Action Crime,Laughing Gor - Qian Zui Fan (2011) ,5.5,164,903,变节：潜罪犯,6.1,24881.0,https://movie.douban.com/subject/6811422/,2011-12-29(香港),"['2012-03-02(中国大陆)', '谢天华', '吴镇宇', '黄宗泽', '杜汶泽']",http://www.imdb.com/title/tt2186875
Drama Horror Sci-Fi,The Fly (1986) ,7.5,"127,728",904,变蝇人,7.3,18330.0,https://movie.douban.com/subject/1293073/,1986-08-15 00:00:00,"['杰夫·高布伦', '吉娜·戴维斯', '约翰·盖兹', '美国', '英国']",http://www.imdb.com/title/tt0091064
Comedy Drama Fantasy,Bian shen nan nv (2012) ,6.1,18,905,变身男女,5.1,17566.0,https://movie.douban.com/subject/6714088/,2012-01-26(中国大陆),"['林志颖', '姚笛', '午马', '徐德昕', '徐松子']",http://www.imdb.com/title/tt2457228
Comedy,Machi Action (2013) ,4.0,305,906,变身超人,6.7,16724.0,https://movie.douban.com/subject/10833970/,2013-01-18(台湾),"['2013-04-19(中国大陆)', '陈柏霖', '邱彦翔', '郭雪芙', '陈庭萱']",http://www.imdb.com/title/tt2927080
Adventure Comedy Fantasy,Qin yong (1989) ,6.9,748,907,古今大战秦俑情,6.8,25026.0,https://movie.douban.com/subject/1300082/,1990-04-12(香港),"['张艺谋', '巩俐', '于荣光', '吴天明', '陆树铭']",http://www.imdb.com/title/tt0098147
Fantasy Romance Sci-Fi,Gu jian qi tan             ,7.3,22,908,古剑奇谭,6.5,23041.0,https://movie.douban.com/subject/24697826/,2014-07-02(中国大陆),"['杨幂', '李易峰', '马天宇', '乔振宇', '郑爽']",http://www.imdb.com/title/tt4322550
Action Adventure Fantasy,Lara Croft: Tomb Raider (2001) ,5.8,"165,940",909,古墓丽影,7.0,75285.0,https://movie.douban.com/subject/1293173/,2001-06-15 00:00:00,"['安吉丽娜·朱莉', '强·沃特', '伊恩·格雷', '诺亚·泰勒', '丹尼尔·克雷格']",http://www.imdb.com/title/tt0146316
Action Adventure Fantasy,Lara Croft Tomb Raider: The Cradle of Life (2003) ,5.5,"108,909",910,古墓丽影2,6.6,32062.0,https://movie.douban.com/subject/1307657/,2003-07-21(美国),"['安吉丽娜·朱莉', '杰拉德·巴特勒', '塞伦·希德', 'Chris Barrie', '诺",http://www.imdb.com/title/tt0325703
Comedy Thriller Horror,The Death Curse (2003) ,4.8,198,911,古宅心慌慌,5.1,19482.0,https://movie.douban.com/subject/1308834/,2003-11-06(香港),"['钟欣潼', '蔡卓妍', '关智斌', '张致恒', '方中信']",http://www.imdb.com/title/tt0390058
Action Crime,Goo waak zai 2: Maang lung gwoh gong (1996) ,6.8,734,912,古惑仔2之猛龙过江,7.5,39351.0,https://movie.douban.com/subject/1473074/,1996-03-30(香港),"['郑伊健', '陈小春', '黎姿', '邱淑贞', '林晓峰']",http://www.imdb.com/title/tt0260932
Action Drama,Goo waak zai 3: Jek sau je tin (1996) ,6.7,731,913,古惑仔3之只手遮天,7.5,36830.0,https://movie.douban.com/subject/1301283/,1996-06-29 00:00:00,"['郑伊健', '陈小春', '张耀扬', '莫文蔚', '黎姿']",http://www.imdb.com/title/tt0116455
Action,Goo waak zai: Yan joi gong woo (1996) ,7.1,"1,179",914,古惑仔之人在江湖,7.8,52522.0,https://movie.douban.com/subject/1433736/,1996-01-25(香港),"['郑伊健', '陈小春', '吴镇宇', '黎姿', '林晓峰']",http://www.imdb.com/title/tt0116456
Drama,Goo waak zai: Hung Hing Sap Saam Mooi (1998) ,6.7,374,915,古惑仔情义篇之洪兴十三妹,7.1,18922.0,https://movie.douban.com/subject/1307345/,1998-02-21(香港),"['吴君如', '杨恭如', '方中信', '尹扬明', '舒淇']",http://www.imdb.com/title/tt0148631
Comedy Crime,Ku ling ching taam             ,8.0,18,916,古灵精探,7.1,13681.0,https://movie.douban.com/subject/3012309/,2008-03-17(香港),"['郭晋安', '郭羡妮', '曾华倩', '马国明', '胡定欣 ']",http://www.imdb.com/title/tt1517119
Comedy Crime,Ku ling ching taam B             ,6.5,11,917,古灵精探B,7.2,10946.0,https://movie.douban.com/subject/3356340/,2009-08-18 00:00:00,"['郭晋安', '郭羡妮', '郭政鸿', '胡定欣', '香港']",http://www.imdb.com/title/tt1517118
Horror Crime Mystery,Ku jing guai tan (1999) ,4.9,121,918,古镜怪谈,5.7,12000.0,https://movie.douban.com/subject/1305655/,1999-09-16(香港),"['2000-03-29(中国大陆)', '谢霆锋', '林心如', '傅芳玲', '罗兰']",http://www.imdb.com/title/tt0206427
Drama Romance Sci-Fi,Another Earth (2011) ,7.0,"77,830",919,另一个地球,7.3,11776.0,https://movie.douban.com/subject/5160385/,2011-07-22(美国),"['威廉·麦鲍瑟', '布里特·马灵', '马修-李·埃尔巴赫', 'DJ Flava', 'Meg",http://www.imdb.com/title/tt1549572
Drama,The Other Woman (2009) ,6.4,"16,310",920,另一个女人,7.3,11492.0,https://movie.douban.com/subject/3009079/,2009-09-16(多伦多国际电影节),"['2011-02-04(美国)', '娜塔莉·波特曼', '丽莎·库卓', 'Daisy Taha",http://www.imdb.com/title/tt1032825
Biography Drama History,The Other Boleyn Girl (2008) ,6.7,"88,874",921,另一个波琳家的女孩,6.9,58867.0,https://movie.douban.com/subject/1863955/,2008-02-29(美国),"['娜塔莉·波特曼', '斯嘉丽·约翰逊', '艾瑞克·巴纳', '吉姆·斯特吉斯', '马克·里朗",http://www.imdb.com/title/tt0467200
Drama Romance,"Tada, kimi wo aishiteru (2006) ",7.6,"2,289",922,只是爱着你,8.0,91357.0,https://movie.douban.com/subject/1915403/,2006-10-28(日本),"['玉木宏', '宫崎葵', '黑木明纱', '青木崇高', '小出惠介']",http://www.imdb.com/title/tt0872022
Drama Romance,O-jik geu-dae-man (2011) ,7.8,"4,944",923,只有你,7.6,34263.0,https://movie.douban.com/subject/5919538/,2011-10-20(韩国),"['苏志燮', '韩孝周', '赵成夏', '姜信日', '朴哲民']",http://www.imdb.com/title/tt2082180
Drama Romance,"Ensemble, c'est tout (2007) ",6.8,"10,287",924,只要在一起,7.7,21538.0,https://movie.douban.com/subject/1929461/,2007-03-21(法国),"['奥黛丽·塔图', '吉约姆·卡内', '劳伦特·斯托克', 'Françoise Bertin'",http://www.imdb.com/title/tt0792965
Drama,Front of the Class (2008) ,8.2,"4,689",925,叫我第一名,8.6,95700.0,https://movie.douban.com/subject/4798888/,2008-12-07 00:00:00,"['詹姆斯·沃克', '特里特·威廉斯', '多米尼克·斯科特·凯伊', '莎拉·德鲁', '凯瑟琳",http://www.imdb.com/title/tt1292594
Action Drama,Mountain Patrol (2004) ,7.7,"4,171",927,可可西里,8.6,114017.0,https://movie.douban.com/subject/1308857/,2004-10-01(中国大陆),"['多布杰', '张正阳', '亓亮', '赵雪莹', '马占林']",http://www.imdb.com/title/tt0386651
Drama Fantasy Thriller,The Lovely Bones (2009) ,6.7,"131,740",928,可爱的骨头,7.1,66358.0,https://movie.douban.com/subject/1892531/,2009-12-26(新西兰),"['西尔莎·罗南', '马克·沃尔伯格', '蕾切尔·薇兹', '苏珊·萨兰登', '斯坦利·图齐'",http://www.imdb.com/title/tt0380510
Drama Romance,Taipei wan 9 zao 5 (2002) ,5.8,194,929,台北晚九朝五,6.8,19106.0,https://movie.douban.com/subject/1304337/,2002-11-07 00:00:00,"['张兆志', '黄立行', '杨谨华', '高捷', '黄玉荣']",http://www.imdb.com/title/tt0356148
Action Adventure Drama,"10,000 BC (2008) ",5.1,"113,377",930,史前一万年,5.9,29940.0,https://movie.douban.com/subject/1949761/,2008-03-07(美国),"['2008-03-21(中国大陆)', '史蒂文·斯崔特', '卡米拉·贝勒', '蒂姆·巴洛',",http://www.imdb.com/title/tt0443649
Action Comedy Crime,Mr. & Mrs. Smith (2005) ,6.5,"374,181",931,史密斯夫妇,7.6,233989.0,https://movie.douban.com/subject/1309199/,2005-06-07(加州首映),"['2005-06-10(美国)', '2005-07-08(中国大陆)', '布拉德·皮特', '",http://www.imdb.com/title/tt0356910
Biography Drama,The Straight Story (1999) ,8.0,"67,604",932,史崔特先生的故事,8.6,10068.0,https://movie.douban.com/subject/1298506/,1999-10-15 00:00:00,"['理查德·法恩斯沃斯', '茜茜·斯派塞克', 'Donald Wiegert', '法国', '",http://www.imdb.com/title/tt0166896
Biography Drama,Steve Jobs (2015) ,7.2,"118,241",933,史蒂夫·乔布斯,7.2,28909.0,https://movie.douban.com/subject/25850443/,2015-10-23(美国),"['迈克尔·法斯宾德', '凯特·温丝莱特', '塞斯·罗根', '杰夫·丹尼尔斯', '迈克尔·斯",http://www.imdb.com/title/tt2080374
Action Biography Drama,Yip Man (2008) ,8.1,"182,867",934,叶问,7.5,181046.0,https://movie.douban.com/subject/3041806/,2008-12-12(中国大陆),"['2008-12-19(香港)', '甄子丹', '任达华', '熊黛林', '池内博之']",http://www.imdb.com/title/tt1220719
Action Biography Drama,Ip Man 2 (2010) ,7.6,"77,740",935,叶问2：宗师传奇,7.3,133742.0,https://movie.douban.com/subject/3578981/,2010-04-27(中国大陆),"['甄子丹', '洪金宝', '熊黛林', '黄晓明', '樊少皇']",http://www.imdb.com/title/tt1386932
Action Biography Drama,Yip Man 3 (2015) ,7.1,"30,529",936,叶问3,6.3,66085.0,https://movie.douban.com/subject/11598977/,2015-12-24(香港),"['2016-03-04(中国大陆)', '甄子丹', '迈克·泰森', '张晋', '熊黛林']",http://www.imdb.com/title/tt2888046
Action Biography Drama,The Legend Is Born: Ip Man (2010) ,7.1,"27,602",937,叶问前传,5.8,18011.0,https://movie.douban.com/subject/4134631/,2010-06-24(香港),"['杜宇航', '樊少皇', '元彪', '陈嘉桓', '黄奕']",http://www.imdb.com/title/tt1641638
Action Biography Drama,Yip Man: Jung gik yat jin (2013) ,6.2,"8,437",938,叶问：终极一战,6.2,15923.0,https://movie.douban.com/subject/10794042/,2013-03-22(中国大陆),"['2013-03-28(香港)', '黄秋生', '曾志伟', '钟欣潼', '陈小春']",http://www.imdb.com/title/tt2495118
Comedy Romance,He yue qing ren (2007) ,4.8,160,939,合约情人,5.3,46101.0,https://movie.douban.com/subject/2214140/,2007-08-16(中国大陆),"['任贤齐', '范冰冰', '徐子珊', '元华', '刘忆']",http://www.imdb.com/title/tt1086704
Biography Drama Romance,Gia (1998) ,7.0,"33,839",940,吉娅,7.9,12778.0,https://movie.douban.com/subject/1304613/,1998-01-31 00:00:00,"['安吉丽娜·朱莉', '伊丽莎白·米切尔', '费·唐纳薇', '梅塞迪丝·鲁尔', 'Eric ",http://www.imdb.com/title/tt0123865
Animation Comedy Family,Gnomeo & Juliet (2011) ,6.0,"44,858",941,吉诺密欧与朱丽叶,6.9,10060.0,https://movie.douban.com/subject/3007780/,2011-02-11(英国),"['詹姆斯·麦卡沃伊', '艾米莉·布朗特', '阿什利·詹森', '迈克尔·凯恩', '马特·卢卡",http://www.imdb.com/title/tt0377981
Drama Romance,I Can't Think Straight (2008) ,6.7,"6,223",942,同心难改,7.7,14711.0,https://movie.douban.com/subject/3144512/,2008-06,"['丽莎·蕾', '茜多·塞丝', 'Antonia Frering', '达里普·塔西尔', 'N",http://www.imdb.com/title/tt0830570
Drama Romance,Queer as Folk             ,8.3,"16,030",943,同志亦凡人第一季,8.9,19457.0,https://movie.douban.com/subject/1427500/,2000-12-03(美国),"['哈尔·斯帕克斯', '葛尔·哈罗德', '兰迪·哈里森', '斯科特·洛威尔', '彼得·派格'",http://www.imdb.com/title/tt0262985
Romance,My Old Classmate (2014) ,5.7,250,944,同桌的妳,5.9,143633.0,https://movie.douban.com/subject/24843198/,2014-04-25(中国大陆),"['周冬雨', '林更新', '隋凯', '王啸坤', '龚格尔']",http://www.imdb.com/title/tt3956312
Animation Drama,Doukyuusei (2016) ,7.8,378,945,同级生,8.7,10444.0,https://movie.douban.com/subject/26344688/,2016-02-20(日本),"['野岛健儿', '神谷浩史', '石川英郎', '日本', 'www.dou-kyu-sei.co",http://www.imdb.com/title/tt5526028
Crime Thriller,Conspirators (2013) ,5.3,295,946,同谋,4.9,14539.0,https://movie.douban.com/subject/10617168/,2013-04-27(中国大陆),"['郭富城', '张家辉', '江一燕', '陈观泰', '李晨浩']",http://www.imdb.com/title/tt2927068
